Unnamed: 0,Rank,Species (50 CFR Part 17),Status,Species Total,Cumulatative Total
,1137,,"umakua, Palapalai (Dryopteris crinalis var. podosorus)",,E,,"$4,670",,"$1,364,044,691"
,1138,,"hagreen, Magazine Mountain (Mesodon magazinensis)",,T,,"$4,600",,"$1,364,049,291"
,1139,,"oodpecker, ivory-billed (Campephilus principalis)",,E,,"$4,400",,"$1,364,053,691"
,1140,,"eanothus, Vail Lake (Ceanothus ophiochilus)",,T,,"$4,379",,"$1,364,058,070"
,1141,,wiwi (Hedyotis cookiana),,E,,"$4,356",,"$1,364,062,426"
,1141,,ehe (Lipochaeta fauriei),,E,,"$4,356",,"$1,364,066,782"
,1141,,apele (Cyrtandra cyaneoides),,E,,"$4,356",,"$1,364,071,138"
,1142,,ha (Delissea rivularis),,E,,"$4,346",,"$1,364,075,484"
,1143,,"allflower, Ben Lomond (Erysimum teretifolium)",,E,,"$4,336",,"$1,364,079,820"
,1144,,"int, longspurred (Dicerandra cornutissima)",,E,,"$4,300",,"$1,364,084,120"
,1145,,"hub, spotfin (Erimonax monachus) - Tellico River, TN",,EXPN,,"$4,150",,"$1,364,088,270"
,1146,,"ern, Alabama streak-sorus (Thelypteris pilosa var. alabamensis)",,T,,"$4,138",,"$1,364,092,408"
,1147,,ilo (Hedyotis mannii),,E,,"$4,132",,"$1,364,096,540"
,1148,,"accharis, Encinitas (Baccharis vanessae)",,T,,"$4,065",,"$1,364,100,605"
,1149,,"arter, boulder (Etheostoma wapiti) - Shoal Creek",,EXPN,,"$4,000",,"$1,364,104,605"
,1149.0,,"arter, vermilion (Etheostoma chermocki)",,E,,"$4,000",,"$1,364,108,605"
,1149.0,,"oldenrod, white-haired (Solidago albopilosa)",,T,,"$4,000",,"$1,364,112,605"
,1150.0,,maranthus brownii (=Sci name),,E,,"$3,856",,"$1,364,116,461"
,1150.0,,o`ulu (Pritchardia remota),,E,,"$3,856",,"$1,364,120,317"
,1150.0,,a`iwale (Cyrtandra crenata),,E,,"$3,856",,"$1,364,124,173"
,1151.0,,Ohe`ohe (Tetraplasandra gymnocarpa),,E,,"$3,810",,"$1,364,127,983"
,1152.0,,"anzanita, Presidio (Arctostaphylos hookeri var. ravenii)",,E,,"$3,782",,"$1,364,131,765"
,1153.0,,"adies'-tresses, Canelo Hills (Spiranthes delitescens)",,E,,"$3,635",,"$1,364,135,400"
,1154.0,,"rasshopper, Zayante band-winged (Trimerotropis infantilis)",,E,,"$3,552",,"$1,364,138,952"
,1154.0,,"erba santa, Lompoc (Eriodictyon capitatum)",,E,,"$3,552",,"$1,364,142,504"
,1155.0,,"ambusia, Big Bend (Gambusia gaigei)",,E,,"$3,500",,"$1,364,146,004"
,1156.0,,chiedea verticillata (=Sci name),,E,,"$3,356",,"$1,364,149,360"
,1157.0,,"osemary, Etonia (Conradina etonia)",,E,,"$3,250",,"$1,364,152,610"
,1158.0,,"eetle, Coffin Cave mold (Batrisodes texanus)",,E,,"$3,200",,"$1,364,155,810"
,1158.0,,"actus, Lloyd's Mariposa (Echinomastus mariposensis)",,T,,"$3,200",,"$1,364,159,010"
,1159.0,,"actus, Cochise pincushion (Coryphantha robbinsiorum)",,T,,"$2,900",,"$1,364,161,910"
,1160.0,,"nowbells, Texas (Styrax texanus)",,E,,"$2,800",,"$1,364,164,710"
,1160.0,,"rimrose, Maguire (Primula maguirei)",,T,,"$2,800",,"$1,364,167,510"
,1161.0,,"ombshell, Cumberlandian (Epioblasma brevidens) - Free-Flowing",,EXPN,,"$2,738",,"$1,364,170,248"
,,,"each of the TN River below Wilson Dam, Colbert and Lauderdale",,,,,,
,,,"ounties, AL",,,,,,
,1162.0,,"rickly-apple, fragrant (Cereus eriophorus var. fragrans)",,E,,"$2,650",,"$1,364,172,898"
,1163.0,,"hacelia, clay (Phacelia argillacea)",,E,,"$2,600",,"$1,364,175,498"
,1164.0,,"ilk-vetch, Fish Slough (Astragalus lentiginosus var. piscinensis)",,T,,"$2,584",,"$1,364,178,082"
,1165.0,,"lobe, noonday (Patera clarki nantahala)",,T,,"$2,500",,"$1,364,180,582"
,1165.0,,"nail, painted snake coiled forest (Anguispira picta)",,T,,"$2,500",,"$1,364,183,082"
,1165.0,,"alacothrix, Santa Cruz Island (Malacothrix indecora)",,E,,"$2,500",,"$1,364,185,582"
,1166.0,,"aguarundi, Sinaloan (Herpailurus (=Felis) yagouaroundi tolteca)",,E,,"$2,300",,"$1,364,187,882"
,1167.0,,"igtoe, heavy (Pleurobema taitianum)",,E,,"$2,228",,"$1,364,190,110"
,1168.0,,"artyback, white (pearlymussel) (Plethobasus cicatricosus)",,E,,"$2,100",,"$1,364,192,210"
,1168.0,,"ilk-vetch, Deseret (Astragalus desereticus)",,T,,"$2,100",,"$1,364,194,310"
,1168.0,,"ladderpod, kodachrome (Lesquerella tumulosa)",,E,,"$2,100",,"$1,364,196,410"
,1168.0,,"ilk-vetch, heliotrope (Astragalus montii)",,T,,"$2,100",,"$1,364,198,510"
,1168.0,,"eed-mustard, clay (Schoenocrambe argillacea)",,T,,"$2,100",,"$1,364,200,610"
,1169.0,,"arter, watercress (Etheostoma nuchale)",,E,,"$2,000",,"$1,364,202,610"
,1169.0,,"avefish, Alabama (Speoplatyrhinus poulsoni)",,E,,"$2,000",,"$1,364,204,610"
,1169.0,,"hub, spotfin (Erimonax monachus)",,EXPN,,"$2,000",,"$1,364,206,610"
,1170.0,,"hite-eye, bridled (Zosterops conspicillatus conspicillatus)",,E,,"$1,900",,"$1,364,208,510"
,1171.0,,"arvestman, Bone Cave (Texella reyesi)",,E,,"$1,750",,"$1,364,210,260"
,1172.0,,"eetle, Tooth Cave ground (Rhadine persephone)",,E,,"$1,700",,"$1,364,211,960"
,1173.0,,"ocksnail, interrupted (=Georgia) (Leptoxis foremani) -",,E,,"$1,633",,"$1,364,213,593"
,1174.0,,"lossom, turgid (pearlymussel) (Epioblasma turgidula) - Except",,E,,"$1,600",,"$1,364,215,193"
,,,here listed as EXPN,,,,,,
,1174.0,,"awpaw, beautiful (Deeringothamnus pulchellus)",,E,,"$1,600",,"$1,364,216,793"
,1175.0,,"pider, Tooth Cave (Leptoneta myopica)",,E,,"$1,500",,"$1,364,218,293"
,1176.0,,"mbrosia, San Diego (Ambrosia pumila)",,E,,"$1,431",,"$1,364,219,724"
,1177.0,,O`u (honeycreeper) (Psittirostra psittacea),,E,,"$1,400",,"$1,364,221,124"
,1177.0,,"pringsnail, Socorro (Pyrgulopsis neomexicana)",,E,,"$1,400",,"$1,364,222,524"
,1177.0,,"eetle, Kretschmarr Cave mold (Texamaurops reddelli)",,E,,"$1,400",,"$1,364,223,924"
,1178.0,,"quirrel, Delmarva Peninsula fox (Sciurus niger cinereus) - DE,",,EXPN,,"$1,346",,"$1,364,225,270"
,,,ussex Co.,,,,,,
,1179.0,,"earlymussel, birdwing (Lemiox rimosus) - TN - portions of the",,EXPN,,"$1,321",,"$1,364,226,591"
,,,rench Broad and Holston Rivers,,,,,,
,1180.0,,"pringsnail, Alamosa (Tryonia alamosae)",,E,,"$1,300",,"$1,364,227,891"
,1181.0,,"hornmint, San Diego (Acanthomintha ilicifolia)",,T,,"$1,283",,"$1,364,229,174"
,1182.0,,"ussel, oyster (Epioblasma capsaeformis) - TN - portions of the",,EXPN,,"$1,260",,"$1,364,230,434"
,,,rench Broad and Holston Rivers,,,,,,
,1183.0,,"awpaw, Rugel's (Deeringothamnus rugelii)",,E,,"$1,250",,"$1,364,231,684"
,1184.0,,"uckwheat, cushenbury (Eriogonum ovalifolium var. vineum)",,E,,"$1,212",,"$1,364,232,896"
,1185.0,,"ombshell, Cumberlandian (Epioblasma brevidens) - TN - portions",,EXPN,,"$1,200",,"$1,364,234,096"
,,,f the French Broad and Holston Rivers,,,,,,
,1186.0,,"onkeyface, Appalachian (pearlymussel) (Quadrula sparsa) - TN -",,EXPN,,"$1,175",,"$1,364,235,271"
,,,ortions of the French Broad and Holston Rivers,,,,,,
,1187.0,,"ountain-mahogany, Catalina Island (Cercocarpus traskiae)",,E,,"$1,158",,"$1,364,236,429"
,1188.0,,"arvestman, Bee Creek Cave (Texella reddelli)",,E,,"$1,150",,"$1,364,237,579"
,1188.0,,"erardia, sandplain (Agalinis acuta)",,E,,"$1,150",,"$1,364,238,729"
,1189.0,,"ambusia, Clear Creek (Gambusia heterochir)",,E,,"$1,000",,"$1,364,239,729"
,1189.0,,"ambusia, San Marcos (Gambusia georgei)",,E,,"$1,000",,"$1,364,240,729"
,1189.0,,"lossom, green (pearlymussel) (Epioblasma torulosa gubernaculum)",,E,,"$1,000",,"$1,364,241,729"
,1189.0,,"ornsnail, rough (Pleurocera foremani)",,E,,"$1,000",,"$1,364,242,729"
,1189.0,,"seudoscorpion, Tooth Cave (Tartarocreagris texana)",,E,,"$1,000",,"$1,364,243,729"
,1190.0,,"igtoe, Cumberland (Pleurobema gibberum)",,E,,$996,,"$1,364,244,725"
,1191.0,,"ustard, slender-petaled (Thelypodium stenopetalum)",,E,,$939,,"$1,364,245,664"
,1192.0,,"earlymussel, dromedary (Dromus dromas) - TN - portions of the",,EXPN,,$921,,"$1,364,246,585"
,,,rench Broad and Holston Rivers,,,,,,
,1193.0,,"rayfish, cave (Cambarus zophonastes)",,E,,$900,,"$1,364,247,485"
,1194.0,,uma (=mountain lion) (Puma (=Felis) concolor (all subsp. except,,SAT,,$800,,"$1,364,248,285"
,,,oryi)) - FL,,,,,,
,1194.0,,"iversnail, Anthony's (Athearnia anthonyi) - Free-Flowing Reach of",,EXPN,,$800,,"$1,364,249,085"
,,,"N River below Wilson Dam, Colbert and Lauderdale Counties, AL",,,,,,
,1195.0,,"larkia, Pismo (Clarkia speciosa ssp. immaculata)",,E,,$761,,"$1,364,249,846"
,1196.0,,"at, little Mariana fruit (Pteropus tokudae)",,E,,$700,,"$1,364,250,546"
,1196.0,,"hrush, Molokai (Myadestes lanaiensis rutha)",,E,,$700,,"$1,364,251,246"
,1196.0,,"hub, slender (Erimystax cahni) - TN - portions of the French Broad",,EXPN,,$700,,"$1,364,251,946"
,,,nd Holston  Rivers,,,,,,
,1196.0,,"onkeyface, Cumberland (pearlymussel) (Quadrula intermedia) -",,EXPN,,$700,,"$1,364,252,646"
,,,N - portions of the French Broad and Holston Rivers,,,,,,
,1196.0,,"igtoe, finerayed (Fusconaia cuneolus) - TN - portions of the French",,EXPN,,$700,,"$1,364,253,346"
,,,road and Holston Rivers,,,,,,
,1196.0,,"igtoe, rough (Pleurobema plenum) - TN - portions of the French",,EXPN,,$700,,"$1,364,254,046"
,,,road and Holston Rivers,,,,,,
,1196.0,,"igtoe, shiny (Fusconaia cor) - TN - portions of the French Broad",,EXPN,,$700,,"$1,364,254,746"
,,,nd Holston Rivers,,,,,,
,1196.0,,"earlymussel, cracking (Hemistena lata) - TN - portions of the",,EXPN,,$700,,"$1,364,255,446"
,,,rench Broad and Holston Rivers,,,,,,
,1196.0,,"oppy-mallow, Texas (Callirhoe scabriuscula)",,E,,$700,,"$1,364,256,146"
,1197.0,,"allow, Peter's Mountain (Iliamna corei)",,E,,$690,,"$1,364,256,836"
,1198.0,,"lubshell, black (Pleurobema curtum)",,E,,$532,,"$1,364,257,368"
,1199.0,,"hiner, Cahaba (Notropis cahabae)",,E,,$519,,"$1,364,257,887"
,1200.0,,"ondweed, Little Aguja (=Creek) (Potamogeton clystocarpus)",,E,,$500,,"$1,364,258,387"
,1200.0,,"at's-eye, Terlingua Creek (Cryptantha crassipes)",,E,,$500,,"$1,364,258,887"
,1201.0,,"hub, spotfin (Erimonax monachus) - TN - portions of the French",,EXPN,,$480,,"$1,364,259,367"
,,,road and Holston Rivers,,,,,,
,1202.0,,"ak, Hinckley (Quercus hinckleyi)",,T,,$455,,"$1,364,259,822"
,1203.0,,"earlymussel, birdwing (Lemiox rimosus) - Free-Flowing Reach of",,EXPN,,$400,,"$1,364,260,222"
,,,"N River below Wilson Dam, Colbert, and Lauderdale Counties, AL",,,,,,
,1203.0,,"earlymussel, dromedary (Dromus dromas) - Free-Flowing Reach of",,EXPN,,$400,,"$1,364,260,622"
,,,"N River below Wilson Dam, Colbert and Lauderdale Counties, AL",,,,,,
,1203.0,,"igtoe, flat (Pleurobema marshalli)",,E,,$400,,"$1,364,261,022"
,1203.0,,"ussel, oyster (Epioblasma capsaeformis) - Free-Flowing Reach of",,EXPN,,$400,,"$1,364,261,422"
,,,"N River below Wilson Dam, Colbert and Lauderdale Counties, AL",,,,,,
,1203.0,,tirrupshell (Quadrula stapes),,E,,$400,,"$1,364,261,822"
,1203.0,,"eetle, delta green ground (Elaphrus viridis)",,T,,$400,,"$1,364,262,222"
,1203.0,,"ladderpod, lyrate (Lesquerella lyrata)",,T,,$400,,"$1,364,262,622"
,1204.0,,"lossom, yellow (pearlymussel) (Epioblasma florentina florentina) -",,E,,$396,,"$1,364,263,018"
,,,xcept where listed as EXPN,,,,,,
,1205.0,,"hecker-mallow, pedate (Sidalcea pedata)",,E,,$355,,"$1,364,263,373"
,1206.0,,"udleya, marcescent (Dudleya cymosa ssp. marcescens)",,T,,$300,,"$1,364,263,673"
,1207.0,,"arter, rush (Etheostoma phytophilum)",,E,,$296,,"$1,364,263,969"
,1208.0,,"ocksnail, round (Leptoxis ampla)",,T,,$291,,"$1,364,264,260"
,1209.0,,"adtom, Scioto (Noturus trautmani)",,E,,$283,,"$1,364,264,543"
,1209.0,,"esa-mint, Otay (Pogogyne nudiuscula)",,E,,$283,,"$1,364,264,826"
,1210.0,,"upfish, Leon Springs (Cyprinodon bovinus)",,E,,$250,,"$1,364,265,076"
,1211.0,,"lossom, tubercled (pearlymussel) (Epioblasma torulosa torulosa) -",,EXPN,,$235,,"$1,364,265,311"
,,,"ree-Flowing Reach of TN River below Wilson Dam, Colbert and",,,,,,
,,,"auderdale Counties, AL",,,,,,
,1212.0,,"ory cactus, bunched (Coryphantha ramillosa)",,T,,$233,,"$1,364,265,544"
,1213.0,,"culpin, pygmy (Cottus paulus (=pygmaeus))",,T,,$200,,"$1,364,265,744"
,1213.0,,"lossom, turgid (pearlymussel) (Epioblasma turgidula)  - Free-",,EXPN,,$200,,"$1,364,265,944"
,,,"lowing Reach of TN River below Wilson Dam, Colbert and",,,,,,
,,,"auderdale Counties, AL",,,,,,
,1213.0,,"impleback, orangefoot (pearlymussel) (Plethobasus cooperianus) -",,EXPN,,$200,,"$1,364,266,144"
,,,N - portions of the French Broad and Holston Rivers,,,,,,
,1213.0,,"hrimp, Alabama cave (Palaemonias alabamae)",,E,,$200,,"$1,364,266,344"
,1213.0,,"actus, Nellie cory (Coryphantha minima)",,E,,$200,,"$1,364,266,544"
,1213.0,,"itaya, Davis' green (Echinocereus viridiflorus var. davisii)",,E,,$200,,"$1,364,266,744"
,1214.0,,"earlymussel, cracking (Hemistena lata) - Free-Flowing Reach of",,EXPN,,$121,,"$1,364,266,865"
,,,"N River below Wilson Dam, Colbert and Lauderdale Counties, AL",,,,,,
,1215.0,,"arter, duskytail (Etheostoma percnurum) - TN - portions of the",,EXPN,,$100,,"$1,364,266,965"
,,,rench Broad and Holston Rivers,,,,,,
,1216,"Blossom, yellow (pearlymussel) (Epioblasma florentina florentina) -",EXPN,$96,"$1,364,267,061"
,"Free-Flowing Reach of the TN River below Wilson Dam, Colbert",,,,
,,"and Lauderdale Counties, AL",,,
,1217,"Mapleleaf, winged (Quadrula fragosa) - Free-Flowing Reach of the",EXPN,$94,"$1,364,267,155"
,"TN River below Wilson Dam, Colbert and Lauderdale Counties, AL",,,,
,1218,"Liveforever, Laguna Beach (Dudleya stolonifera)",T,$86,"$1,364,267,241"
,1219,"Bean, Cumberland (pearlymussel) (Villosa trabalis) - Free-Flowing",EXPN,$60,"$1,364,267,301"
,"Reach of TN River below Wilson Dam, Colbert and Lauderdale",,,,
"Counties, AL",,,,,
