"TABLE 2. SPECIES RANKED IN DESCENDING ORDER OF TOTAL FY2010 REPORTED EXPENDITURES, NOT INCLUDING LAND ACQUISITION COSTS",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
Rank,Rank,Species (50 CFR Part 17),Species (50 CFR Part 17),Status,Status,,Species,,,Cumulatative,,,,
,,,,,,,,,Total,Total,,,,
1194,1194,,"adtom, yellowfin (Noturus flavipinnis) - TN - portions of the French Broad and",,EXPN,EXPN,$349,$349,"$1,162,972,738","$1,162,972,738",,,,
,,,,olston Rivers,,,,,,,,,,
1194,"Pearlymussel, dromedary (Dromus dromas) - TN - portions of the French Broad andHolston Rivers",EXPN,$349,"$1,162,973,087",,,,,,,,,,
1194,1194,,"earlymussel, cracking (Hemistena lata) - TN - portions of the French Broad and",,EXPN,EXPN,$349,$349,"$1,162,973,436","$1,162,973,436",,,,
,,,,olston Rivers,,,,,,,,,,
1195,"Bean, Cumberland (pearlymussel) (Villosa trabalis) - AL; Free-Flowing Reach of theTennessee River below the Wilson Dam, Colbert and Lauderdale Counties",EXPN,$300,"$1,162,973,736",,,,,,,,,,
,1195,,,"actus, Lloyd's Mariposa (Echinomastus mariposensis)",,,T,,,$300,,,"$1,162,974,036",
1195,"Oak, Hinckley (Quercus hinckleyi)",T,$300,"$1,162,974,336",,,,,,,,,,
,1196,,,"oldenrod, Blue Ridge (Solidago spithamaea)",,,T,,,$298,,,"$1,162,974,634",
1197,"Bluet, Roan Mountain (Hedyotis purpurea var. montana)",E,$240,"$1,162,974,874",,,,,,,,,,
,1198,,,"avefish, Alabama (Speoplatyrhinus poulsoni)",,,E,,,$220,,,"$1,162,975,094",
1198,"Monkeyface, Cumberland (pearlymussel) (Quadrula intermedia) - AL; Free-FlowingReach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties",EXPN,$220,"$1,162,975,314",,,,,,,,,,
1198,1198,,"ombshell, Cumberlandian (Epioblasma brevidens) - AL; Free-Flowing Reach of the",,EXPN,EXPN,$220,$220,"$1,162,975,534","$1,162,975,534",,,,
,,,,"ennessee River below the Wilson Dam, Colbert and Lauderdale Counties",,,,,,,,,,
1198,"Bladderpod, lyrate (Lesquerella lyrata)",T,$220,"$1,162,975,754",,,,,,,,,,
,1198,,,"eed-mustard, Barneby (Schoenocrambe barnebyi)",,,E,,,$220,,,"$1,162,975,974",
1198,"Fern, Alabama streak-sorus (Thelypteris pilosa var. alabamensis)",T,$220,"$1,162,976,194",,,,,,,,,,
,1199,,,"at, little Mariana fruit (Pteropus tokudae)",,,E,,,$200,,,"$1,162,976,394",
1199,`O`u (honeycreeper) (Psittirostra psittacea),E,$200,"$1,162,976,594",,,,,,,,,,
,1199,,,"hrush, large Kauai (=kamao) (Myadestes myadestinus)",,,E,,,$200,,,"$1,162,976,794",
1199,"Cactus, Nellie cory (Coryphantha minima)",E,$200,"$1,162,976,994",,,,,,,,,,
,1199,,,"itaya, Davis' green (Echinocereus viridiflorus var. davisii)",,,E,,,$200,,,"$1,162,977,194",
1200,"Whale, gray (Eschrichtius robustus) - W Pacific Ocean",E,$100,"$1,162,977,294",,,,,,,,,,
1200,1200,,urple cat's paw (=purple cat's paw pearlymussel) (Epioblasma obliquata obliquata) -,,EXPN,EXPN,$100,$100,"$1,162,977,394","$1,162,977,394",,,,
"L; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and",,,,,,,,,,,,,,
auderdale Counties,,,,,,,,,,,,,,
1193,1193,,,,,,,,,,,,,
EXPN,EXPN,,,,,,,,,,,,,
$400,$400,,,,,,,,,,,,,
"$1,162,971,989","$1,162,971,989",,,,,,,,,,,,,
1194,1194,,,,,,,,,,,,,
EXPN,EXPN,,,,,,,,,,,,,
$349,$349,,,,,,,,,,,,,
"$1,162,972,738","$1,162,972,738",,,,,,,,,,,,,
1194,1194,,,,,,,,,,,,,
EXPN,EXPN,,,,,,,,,,,,,
$349,$349,,,,,,,,,,,,,
"$1,162,973,436","$1,162,973,436",,,,,,,,,,,,,
1198,1198,,,,,,,,,,,,,
EXPN,EXPN,,,,,,,,,,,,,
$220,$220,,,,,,,,,,,,,
"$1,162,975,534","$1,162,975,534",,,,,,,,,,,,,
1200,1200,,,,,,,,,,,,,
EXPN,EXPN,,,,,,,,,,,,,
$100,$100,,,,,,,,,,,,,
"$1,162,977,394","$1,162,977,394",,,,,,,,,,,,,
